"date","type","bottom","top","lower","upper","median","mean","region"
2020-03-03,"nowcast",1,1,1,1,1,1,"AL-Arapiraca"
2020-03-04,"nowcast",0,0,0,0,0,0,"AL-Arapiraca"
2020-03-05,"nowcast",0,0,0,0,0,0,"AL-Arapiraca"
2020-03-06,"nowcast",0,0,0,0,0,0,"AL-Arapiraca"
2020-03-07,"nowcast",0,0,0,0,0,0,"AL-Arapiraca"
2020-03-08,"nowcast",0,1,0,1,0.5,0.5,"AL-Arapiraca"
2020-03-09,"nowcast",0,0,0,0,0,0,"AL-Arapiraca"
2020-03-10,"nowcast",0,1,0,1,0.5,0.5,"AL-Arapiraca"
2020-03-11,"nowcast",0,0,0,0,0,0,"AL-Arapiraca"
2020-03-12,"nowcast",0,1,0,0,0,0.333333333333333,"AL-Arapiraca"
2020-03-13,"nowcast",0,0,0,0,0,0,"AL-Arapiraca"
2020-03-14,"nowcast",0,1,0,0,0,0.25,"AL-Arapiraca"
2020-03-15,"nowcast",0,1,0,1,0.5,0.5,"AL-Arapiraca"
2020-03-16,"nowcast",0,0,0,0,0,0,"AL-Arapiraca"
2020-03-17,"nowcast",0,1,0,0,0,0.285714285714286,"AL-Arapiraca"
2020-03-18,"nowcast",0,1,0,0,0,0.125,"AL-Arapiraca"
2020-03-19,"nowcast",0,1,0,0,0,0.454545454545455,"AL-Arapiraca"
2020-03-20,"nowcast",0,1,0,0,0,0.333333333333333,"AL-Arapiraca"
2020-03-21,"nowcast",0,1,0,0,0,0.380952380952381,"AL-Arapiraca"
2020-03-22,"nowcast",0,1,0,0,0,0.25,"AL-Arapiraca"
2020-03-23,"nowcast",0,1,0,0,0,0.416666666666667,"AL-Arapiraca"
2020-03-24,"nowcast",0,1,0,0,0,0.326530612244898,"AL-Arapiraca"
2020-03-25,"nowcast",0,1,0,0,0,0.363636363636364,"AL-Arapiraca"
2020-03-26,"nowcast",0,1,0,0,0,0.253164556962025,"AL-Arapiraca"
2020-03-27,"nowcast",0,1,0,0,0,0.247422680412371,"AL-Arapiraca"
2020-03-28,"nowcast",0,1,0,0,0,0.290322580645161,"AL-Arapiraca"
2020-03-29,"nowcast",0,1,0,0,0,0.256578947368421,"AL-Arapiraca"
2020-03-30,"nowcast",0,1,0,0,0,0.323076923076923,"AL-Arapiraca"
2020-03-31,"nowcast",0,1,0,0,0,0.337349397590361,"AL-Arapiraca"
2020-04-01,"nowcast",0,1,0,0,0,0.304794520547945,"AL-Arapiraca"
2020-04-02,"nowcast",0,1,0,0,0,0.385057471264368,"AL-Arapiraca"
2020-04-03,"nowcast",0,1,0,0,0,0.357314148681055,"AL-Arapiraca"
2020-04-04,"nowcast",0,1,0,0,0,0.391472868217054,"AL-Arapiraca"
2020-04-05,"nowcast",0,1,0,0,0,0.4,"AL-Arapiraca"
2020-04-06,"nowcast",0,1,0,0,0,0.456553755522828,"AL-Arapiraca"
2020-04-07,"nowcast",0,1,0,0,0,0.488,"AL-Arapiraca"
2020-04-08,"nowcast",0,1,0,0,0,0.521315468940317,"AL-Arapiraca"
2020-04-09,"nowcast",0,2,0,0,0,0.622598870056497,"AL-Arapiraca"
2020-04-10,"nowcast",0,2,0,0,0,0.694206008583691,"AL-Arapiraca"
2020-04-11,"nowcast",0,2,0,1,1,0.796875,"AL-Arapiraca"
2020-04-12,"nowcast",0,2,0,1,1,0.941955193482688,"AL-Arapiraca"
2020-04-13,"nowcast",0,2,0,1,1,1.0563947633434,"AL-Arapiraca"
2020-04-14,"nowcast",0,3,0,1,1,1.17234468937876,"AL-Arapiraca"
2020-04-15,"nowcast",0,3,0,1,1,1.40940940940941,"AL-Arapiraca"
2020-04-16,"nowcast",0,3,0,1,1,1.569,"AL-Arapiraca"
2020-04-17,"nowcast",0,4,1,2,2,1.833,"AL-Arapiraca"
2020-04-18,"nowcast",0,4,1,2,2,2.075,"AL-Arapiraca"
